total_bill,tip,gender_waiter,gender_customer,smoker,time
40.24,6.02,female,female,yes,day
22.47,6.27,male,male,no,day
33.39,4.68,female,female,no,day
27.16,5.45,male,male,yes,day
43.89,5.14,male,female,no,evening
31.55,8.91,female,female,no,evening
20.86,1.99,male,female,no,day
45.08,9.92,female,male,yes,evening
38.12,6.02,male,female,yes,evening
45.12,6.03,female,female,yes,day
33.35,3.33,male,female,yes,day
30.78,9.97,male,female,no,evening
43.64,7.53,male,female,yes,day
49.07,8.38,male,male,yes,day
12.75,4.21,female,male,yes,evening
36.86,2.31,male,female,no,day
45.91,8.65,male,female,no,day
47.16,1.32,female,male,yes,evening
42.14,6.34,female,female,yes,day
18.29,2.67,female,male,yes,evening
16.32,6.86,female,female,no,day
38.72,8.21,male,female,yes,evening
22.89,7.73,female,female,no,evening
40.0,7.51,male,female,yes,day
29.52,1.68,male,female,yes,evening
22.59,6.59,male,female,yes,day
36.57,2.34,male,female,no,evening
49.86,5.61,male,male,no,evening
28.83,4.89,male,female,no,evening
18.69,9.96,male,female,yes,day
37.35,8.68,male,female,no,evening
21.1,1.29,male,male,yes,evening
47.18,5.3,female,female,no,evening
10.39,4.93,male,female,no,evening
29.99,4.87,female,female,yes,evening
28.86,7.6,male,male,no,day
49.87,3.69,male,female,yes,evening
24.46,5.99,male,male,yes,evening
10.06,6.29,male,female,no,evening
37.28,1.39,female,male,yes,day
17.41,4.04,male,female,yes,evening
19.6,5.36,female,male,no,evening
29.67,5.81,female,male,yes,evening
40.72,1.23,male,male,no,evening
31.53,9.16,female,male,yes,day
37.81,3.13,male,female,yes,evening
34.17,8.93,male,female,yes,evening
28.22,9.97,male,female,no,evening
44.32,9.37,female,female,yes,evening
41.42,2.55,female,female,yes,evening
19.5,2.86,female,female,no,evening
48.27,4.73,female,male,no,evening
33.35,9.74,female,female,yes,day
25.2,0.81,female,female,no,evening
18.35,9.6,male,male,no,evening
45.51,4.33,female,female,yes,day
13.85,7.57,male,female,yes,day
12.13,0.48,female,female,no,day
23.77,5.69,female,male,yes,day
26.2,4.97,male,male,yes,evening
14.94,6.64,male,male,yes,evening
34.87,6.56,female,female,yes,day
38.68,0.43,female,female,yes,day
15.78,1.36,female,female,yes,evening
13.56,8.19,male,male,no,day
34.79,5.28,male,female,no,evening
32.72,5.63,female,male,yes,day
21.86,2.63,male,female,yes,day
12.7,1.01,female,male,yes,day
23.07,0.11,female,male,yes,day
48.88,4.69,male,male,no,day
47.31,4.56,female,male,no,evening
44.28,6.3,male,male,yes,evening
40.42,2.63,male,male,no,day
41.17,6.79,female,male,no,evening
35.31,4.99,male,female,yes,day
34.96,9.5,male,male,yes,day
23.74,9.44,female,male,yes,evening
18.93,9.12,female,male,yes,evening
34.99,1.46,female,male,yes,evening
31.21,3.75,male,male,no,day
38.44,2.42,male,male,yes,evening
24.09,1.63,male,male,no,day
23.35,3.09,female,female,no,evening
19.11,0.45,female,female,no,day
33.37,2.13,female,female,yes,evening
12.31,1.18,female,female,no,evening
33.59,6.35,female,male,yes,day
30.63,7.42,male,male,yes,evening
20.14,3.31,female,male,no,day
12.62,7.9,male,male,no,day
36.8,3.72,male,female,no,evening
39.93,6.02,female,male,no,day
12.9,1.12,male,female,yes,day
35.57,9.35,male,male,yes,day
32.69,4.28,male,female,no,day
26.64,1.74,female,female,yes,evening
47.89,6.45,female,female,no,evening
40.71,6.57,female,female,no,day
38.58,0.54,female,female,no,day
33.86,0.05,female,male,no,day
33.04,5.37,male,male,yes,evening
36.14,3.12,male,male,yes,day
28.26,2.81,female,male,no,day
35.33,2.16,female,female,yes,day
16.69,8.68,male,male,yes,evening
22.2,9.53,male,male,no,day
27.6,7.31,female,male,no,day
16.63,1.01,male,female,yes,evening
46.41,1.58,female,male,no,day
34.82,6.02,male,female,no,day
18.97,4.2,female,male,yes,day
47.82,9.77,male,female,yes,day
29.5,6.48,male,female,no,day
44.75,6.81,male,female,no,day
49.89,6.34,female,male,yes,day
46.47,5.53,female,female,no,evening
18.72,6.76,female,male,yes,day
15.96,0.08,male,male,no,day
46.72,1.79,male,male,no,day
26.4,4.12,male,female,yes,day
13.32,0.58,male,female,yes,evening
16.75,9.73,male,female,no,day
28.81,4.0,female,female,yes,day
46.52,5.94,male,female,no,evening
28.99,6.54,female,female,no,evening
22.76,6.54,male,male,no,evening
41.36,1.46,male,female,yes,evening
11.68,2.3,female,female,no,day
47.12,1.74,female,female,no,evening
20.75,6.89,male,male,yes,evening
10.22,2.4,female,male,yes,day
29.57,3.57,male,female,no,evening
20.81,8.23,female,male,yes,evening
22.99,1.8,male,male,no,evening
44.97,0.78,female,female,yes,evening
45.25,2.69,female,male,no,evening
25.21,8.01,female,male,no,evening
39.41,0.5,female,male,no,evening
19.87,1.01,male,male,yes,evening
18.25,3.88,female,female,no,evening
16.21,8.22,female,male,no,day
24.86,5.48,female,male,no,evening
43.83,4.99,male,male,no,day
20.53,9.95,female,male,yes,evening
25.49,1.04,male,female,no,day
16.93,9.1,female,female,yes,day
17.55,9.68,male,male,no,day
21.71,1.31,female,male,yes,evening
46.71,2.57,female,male,yes,evening
38.42,6.07,female,male,yes,evening
41.49,4.82,male,female,no,day
11.54,7.71,female,female,no,evening
11.65,9.75,female,female,yes,day
30.84,9.45,male,male,no,day
18.09,6.42,female,female,no,day
15.15,4.05,female,female,no,day
12.33,0.43,male,female,yes,evening
43.53,7.85,male,female,yes,day
41.28,7.66,female,female,yes,evening
22.72,2.42,female,male,no,day
27.41,3.86,male,male,no,evening
21.05,1.3,male,male,yes,evening
48.53,7.79,male,male,no,evening
17.81,4.07,male,male,no,evening
36.01,1.92,male,female,yes,evening
14.65,8.3,female,female,yes,evening
45.09,1.39,male,female,no,evening
22.7,8.21,male,female,no,day
17.26,7.21,female,male,no,evening
40.73,1.05,male,male,yes,evening
26.26,4.46,male,male,no,day
31.59,2.52,female,female,yes,day
42.22,0.47,male,male,yes,evening
34.51,1.31,female,female,no,evening
27.22,3.09,female,male,yes,evening
34.84,9.94,female,male,yes,day
49.81,5.3,female,female,no,day
15.23,8.87,male,female,no,evening
23.38,9.35,male,female,no,day
28.09,7.83,male,male,yes,day
35.3,6.59,female,female,yes,evening
39.38,8.47,female,female,yes,day
11.21,8.88,male,male,yes,day
35.99,3.48,female,female,yes,day
38.11,3.09,male,female,no,evening
34.23,6.05,male,male,no,evening
20.15,6.62,female,male,yes,evening
14.66,7.79,male,female,no,evening
29.04,6.43,male,male,yes,evening
13.6,8.94,female,male,yes,day
26.29,7.11,male,male,yes,day
22.79,5.55,female,male,no,evening
28.01,1.77,male,male,yes,day
25.85,0.93,female,female,no,evening
26.74,1.7,male,male,no,day
48.32,9.0,female,male,yes,evening
48.53,3.93,male,female,yes,day
21.67,1.92,female,female,no,evening
39.96,6.7,male,female,yes,day
34.6,4.63,female,female,yes,day
22.31,6.66,female,male,no,evening
17.4,4.39,male,female,yes,evening
22.25,5.08,male,female,yes,evening
11.21,6.01,female,female,yes,evening
47.04,9.34,male,female,yes,day
18.19,8.05,male,male,yes,evening
33.79,8.71,male,female,yes,day
46.75,2.86,male,female,yes,evening
48.29,0.14,male,female,no,evening
48.24,1.23,male,female,no,evening
21.81,3.56,male,female,no,day
14.43,6.4,female,male,no,day
36.04,3.58,male,female,no,day
18.23,0.26,male,female,yes,evening
34.22,4.46,male,female,yes,evening
46.27,6.48,female,female,yes,evening
44.58,7.45,male,male,no,evening
13.28,5.58,female,female,yes,day
31.94,6.33,male,male,no,evening
19.76,1.21,male,female,no,evening
31.99,7.7,female,female,yes,evening
35.13,7.15,male,female,yes,day
42.07,8.34,female,female,yes,evening
48.07,7.81,male,female,no,day
10.76,7.13,female,female,no,day
10.22,8.52,male,male,no,day
23.75,7.09,male,female,yes,evening
37.06,7.06,female,female,no,evening
12.61,7.11,male,female,no,day
44.24,4.1,male,male,yes,day
43.28,5.89,male,female,no,day
33.26,3.1,male,male,no,day
20.04,7.66,male,male,no,evening
13.12,1.0,male,female,yes,day
45.4,0.11,male,female,no,day
20.26,9.21,female,female,no,evening
26.05,5.65,male,female,yes,day
43.92,5.77,female,male,no,day
18.92,3.74,male,female,no,day
42.73,1.57,male,female,no,day
36.43,3.64,female,male,yes,evening
17.53,2.54,male,male,no,evening
24.27,2.62,male,female,no,day
20.75,8.41,male,male,yes,day
37.41,5.68,male,female,no,day
40.93,9.97,female,male,yes,day
27.1,3.56,male,female,no,evening
39.08,5.2,female,female,yes,day
27.94,4.56,female,male,no,evening
31.79,6.03,male,male,no,evening
30.37,8.95,male,female,yes,day
10.63,7.19,female,female,no,day
25.55,5.59,male,male,yes,day
44.63,4.26,female,female,no,evening
24.37,4.49,male,male,no,day
10.97,5.48,female,female,no,evening
32.72,4.01,male,male,yes,evening
45.02,8.15,male,female,yes,evening
27.71,6.48,female,male,no,evening
29.51,2.96,female,female,yes,evening
28.44,7.41,male,female,no,day
10.29,6.16,male,female,no,day
18.95,5.17,male,female,no,evening
22.77,2.39,female,male,no,evening
23.67,4.55,male,male,no,day
47.03,2.4,female,female,no,day
43.57,0.59,female,female,yes,day
10.54,0.21,female,male,no,evening
28.8,8.71,female,male,no,day
27.26,8.21,female,male,yes,day
36.47,7.66,female,male,yes,evening
12.31,0.19,female,male,no,day
18.62,5.48,male,female,no,evening
21.4,8.4,male,male,yes,evening
30.74,8.38,female,female,yes,evening
31.85,1.87,male,male,yes,day
47.42,4.53,male,female,yes,evening
19.94,3.22,male,female,no,evening
29.95,1.37,male,male,yes,day
29.16,8.14,female,female,no,evening
48.63,5.19,male,female,no,day
32.36,0.36,male,male,yes,evening
29.53,7.69,male,male,yes,evening
39.49,9.36,female,female,no,evening
29.5,9.92,male,female,no,day
46.84,6.69,male,female,yes,evening
36.73,1.98,male,female,no,day
33.3,6.46,female,female,no,day
49.91,9.86,male,male,yes,evening
18.18,0.51,male,female,no,evening
10.41,0.82,female,female,no,day
14.94,6.84,female,female,yes,day
28.77,7.22,male,male,no,day
25.96,0.44,male,male,yes,evening
23.63,8.22,female,female,no,day
48.62,1.09,male,male,no,evening
25.64,2.11,male,male,yes,day
12.58,4.39,female,male,yes,evening
28.29,3.49,male,female,no,day
15.01,0.32,male,male,no,evening
18.22,2.09,female,female,no,day
46.91,1.3,male,male,yes,day
26.62,7.69,female,male,yes,evening
35.89,3.24,male,male,yes,evening
24.56,3.18,male,male,no,evening
14.27,2.87,male,female,yes,evening
23.78,5.85,male,female,yes,evening
33.5,6.16,female,female,no,evening
22.33,9.27,male,male,no,evening
37.72,9.58,female,female,no,evening
34.18,1.29,male,female,no,day
11.52,9.2,female,male,yes,day
31.96,8.22,female,female,no,day
11.18,4.84,male,female,yes,evening
40.07,6.78,male,male,yes,day
23.58,9.33,male,male,no,day
20.58,3.12,female,male,yes,evening
21.82,6.28,female,male,yes,evening
22.43,7.33,female,male,no,day
14.53,2.27,female,female,no,evening
48.68,7.68,male,male,yes,day
45.17,3.55,male,male,yes,day
42.66,8.83,female,female,no,day
47.34,1.04,male,female,no,day
30.25,5.84,male,female,yes,day
32.71,1.64,male,female,no,evening
13.53,5.21,female,male,yes,day
44.68,2.46,male,male,yes,evening
31.67,2.25,female,female,yes,evening
34.2,5.49,female,female,no,day
15.59,0.33,male,male,yes,evening
36.93,8.2,female,female,yes,evening
23.91,9.88,female,female,yes,evening
42.79,9.13,female,male,yes,evening
44.96,1.55,female,male,no,evening
43.22,1.79,male,female,no,evening
49.64,2.91,female,female,no,day
23.25,9.93,male,male,yes,day
22.39,4.15,male,female,no,day
32.68,4.69,female,female,no,day
31.08,4.87,female,male,no,day
11.19,3.62,male,female,no,day
20.47,5.0,male,female,yes,evening
23.31,2.51,male,female,no,evening
43.74,1.21,male,female,no,evening
28.41,6.53,female,female,no,evening
25.63,3.75,female,female,no,evening
36.81,4.07,female,male,yes,evening
20.82,9.64,male,female,yes,evening
25.39,2.06,female,male,no,evening
34.44,1.82,male,male,yes,day
28.2,3.71,male,female,no,evening
41.62,5.26,male,male,yes,day
38.99,7.05,male,male,no,day
20.6,8.72,male,female,yes,day
41.34,8.87,male,male,yes,evening
17.54,4.27,female,female,no,day
12.93,1.7,male,female,yes,evening
32.12,3.4,male,male,no,evening
19.96,9.52,male,male,no,evening
33.15,0.72,male,female,no,evening
36.22,5.65,male,male,no,evening
36.23,7.54,male,female,no,evening
43.28,6.23,female,male,yes,evening
16.49,1.29,male,female,no,evening
45.76,7.15,male,male,yes,day
32.45,5.36,female,female,yes,evening
22.71,3.14,female,female,yes,day
46.61,2.71,male,male,no,day
16.17,2.48,male,female,no,evening
23.03,4.46,female,female,yes,evening
23.67,8.41,male,female,yes,evening
44.54,4.64,female,female,no,evening
36.2,8.77,male,male,no,evening
45.34,8.56,male,male,yes,day
17.35,2.38,male,male,no,day
24.75,3.36,female,female,no,day
30.2,1.51,female,male,yes,day
17.64,7.46,female,male,yes,day
16.61,7.79,female,male,yes,day
36.78,0.78,female,female,no,day
42.05,4.97,female,female,no,day
45.83,5.2,male,male,yes,evening
44.77,7.66,male,male,no,day
41.02,2.59,female,female,yes,day
47.17,0.27,female,male,yes,day
40.69,2.74,male,female,yes,evening
39.38,6.49,female,male,yes,day
13.27,5.44,male,male,yes,evening
43.74,3.52,male,female,yes,evening
25.32,8.05,female,female,no,day
18.36,9.53,female,female,yes,evening
45.98,5.2,male,female,no,evening
16.4,8.14,female,female,no,day
22.35,3.77,male,female,no,evening
41.19,3.16,female,female,no,evening
14.56,9.46,male,male,yes,evening
39.4,3.23,male,male,no,day
42.67,6.33,female,female,no,evening
43.21,9.25,female,female,no,evening
43.57,7.38,female,female,yes,evening
36.22,7.49,male,male,yes,evening
18.65,3.47,male,male,yes,evening
44.73,5.68,female,female,yes,evening
17.04,3.01,male,female,no,day
34.91,7.53,female,female,no,evening
48.77,7.08,male,female,no,evening
35.32,9.8,male,female,no,evening
25.37,8.89,female,male,yes,evening
33.01,9.49,female,male,no,day
10.36,4.87,male,female,no,day
34.02,9.14,male,female,yes,evening
43.93,4.15,female,male,yes,day
23.32,2.52,male,female,no,day
47.16,5.19,male,male,yes,evening
12.17,6.92,female,female,no,day
18.03,3.53,male,female,no,evening
33.87,7.5,male,female,yes,evening
26.31,7.67,female,male,yes,day
39.31,7.76,female,female,yes,day
41.72,6.05,female,male,yes,day
42.94,7.29,male,female,no,day
48.42,6.82,female,female,yes,evening
15.83,7.72,male,female,yes,day
39.55,2.95,male,male,yes,evening
13.12,9.19,female,female,no,evening
31.27,0.44,female,female,no,day
37.94,0.16,male,male,yes,evening
32.01,6.47,male,male,yes,evening
41.37,9.62,female,female,no,evening
39.21,8.67,female,female,yes,day
16.73,5.89,female,male,yes,evening
15.15,4.16,female,female,yes,evening
32.71,4.43,female,female,yes,evening
19.72,7.29,female,female,yes,day
41.6,5.57,female,male,no,day
42.11,8.44,male,female,yes,day
10.82,6.13,male,female,no,evening
14.32,6.97,male,female,no,day
28.66,1.56,female,male,no,day
19.87,1.11,female,female,yes,evening
27.66,7.46,male,female,no,evening
24.75,1.32,female,female,yes,evening
15.17,1.06,female,female,no,evening
30.99,5.67,female,male,yes,day
43.39,9.66,female,female,no,day
30.83,7.02,male,male,yes,evening
34.76,3.36,female,female,yes,day
19.95,1.39,female,female,yes,day
36.79,2.71,male,male,yes,evening
39.49,5.04,male,male,yes,evening
28.88,4.94,male,female,yes,day
21.12,5.84,female,female,yes,day
26.41,8.48,female,female,no,day
33.66,5.37,male,female,no,evening
46.14,0.81,female,female,no,day
25.19,4.72,male,female,no,day
22.64,7.37,female,male,no,day
41.4,2.9,male,male,yes,evening
49.77,5.85,male,male,no,evening
16.57,1.76,male,male,no,evening
38.97,8.54,female,female,no,evening
46.62,3.98,female,male,yes,day
22.59,0.72,female,female,no,day
26.47,5.97,male,female,no,day
14.49,0.15,female,male,no,evening
26.56,7.27,male,male,no,evening
38.36,0.2,female,female,yes,day
15.82,9.15,male,male,yes,evening
20.84,8.21,female,female,yes,day
34.51,2.38,male,male,no,day
31.62,4.01,male,male,yes,day
40.86,9.85,female,female,no,day
10.86,8.37,female,male,no,day
17.89,4.54,male,male,yes,day
13.63,8.16,male,female,no,evening
26.77,4.99,female,male,no,evening
14.59,1.73,male,female,no,day
15.91,0.84,female,male,yes,evening
46.42,7.96,male,female,yes,evening
38.24,1.98,male,male,no,day
42.86,9.27,male,female,yes,evening
32.57,8.28,male,female,yes,day
43.03,1.57,female,female,no,day
34.59,3.89,male,male,yes,day
44.24,7.9,male,female,no,day
18.47,7.19,female,male,no,evening
22.22,2.72,female,female,yes,day
22.56,5.54,male,male,no,evening
39.43,2.45,female,male,no,day
41.11,1.14,female,female,yes,day
23.33,1.4,male,male,yes,evening
23.77,5.53,female,male,no,day
44.76,0.3,male,male,yes,evening
10.2,7.93,male,female,no,day
29.12,9.94,male,female,yes,evening
40.13,9.02,male,male,yes,day
44.72,8.03,female,female,no,evening
48.34,2.48,male,male,no,day
16.65,2.53,male,male,no,evening
17.72,9.5,male,male,no,evening
36.05,8.2,female,female,yes,day
17.34,8.14,male,male,yes,evening
13.71,3.08,female,male,yes,day
31.28,3.64,female,female,yes,evening
29.29,1.02,male,female,yes,day
28.42,3.95,female,male,no,evening
33.44,9.94,male,male,no,evening
40.47,2.32,female,male,no,evening
30.86,0.0,male,female,yes,evening
19.22,9.33,female,male,no,evening
31.55,0.83,male,female,yes,evening
30.46,6.14,female,male,yes,evening
13.39,5.65,male,male,yes,evening
26.02,1.68,male,female,yes,day
46.07,0.45,male,male,yes,day
20.22,6.01,male,male,yes,day
34.12,8.49,male,male,no,evening
25.06,2.44,female,female,yes,evening
21.8,7.68,male,male,yes,day
27.91,3.15,male,female,no,day
49.73,9.92,female,male,no,day
31.42,4.1,male,female,no,day
49.28,5.56,male,male,yes,day
32.66,9.77,female,female,no,day
45.03,8.62,male,female,no,day
34.53,1.07,female,male,yes,evening
